people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
2809,"Kenneth Horn",Kenneth,,Horn,,Ken,2,R,2,Sen,SD-032,26959,65768,,Ken_Horn,249425,0
2851,"Rebekah Warren",Rebekah,,Warren,,,1,D,1,Rep,SD-018,24286,19884,,Rebekah_Warren,249392,0
2854,"Kevin Daley",Kevin,,Daley,,,2,R,2,Sen,SD-031,13002539,105597,,Kevin_Daley,268369,0
2865,"Wayne Schmidt",Wayne,A.,Schmidt,,,2,R,2,Sen,SD-037,281968,87093,,Wayne_Schmidt,268407,0
2874,"Jim Stamas",Jim,,Stamas,,,2,R,2,Sen,SD-036,57255,105707,,Jim_Stamas,268395,0
10833,"Dale Zorn",Dale,W.,Zorn,,,2,R,2,Sen,SD-017,106937,88207,,Dale_Zorn,291834,0
10842,"Jon Bumstead",Jon,,Bumstead,,,2,R,2,Sen,SD-034,139421,123095,,Jon_Bumstead,290062,0
10849,"Peter MacGregor",Peter,F.,MacGregor,,,2,R,2,Sen,SD-028,183524,124237,,Peter_MacGregor,291851,0
10851,"Michael Shirkey",Michael,J.,Shirkey,,Mike,2,R,2,Sen,SD-016,541130,124194,,Mike_Shirkey,290035,0
10852,"Ricky Outman",Ricky,L.,Outman,,Rick,2,R,2,Sen,SD-033,6676958,105560,,Rick_Outman,296962,0
11166,"James Ananich",James,,Ananich,,Jim,1,D,2,Sen,SD-027,147406,37901,,Jim_Ananich,290029,0
11179,"Jeff Irwin",Jeff,,Irwin,,,1,D,2,Sen,SD-018,170483,89555,,Jeff_Irwin,296952,0
11183,"Ed McBroom",Ed,,McBroom,,,2,R,2,Sen,SD-038,184827,124476,,Ed_McBroom,297009,0
11184,"Sean McCann",Sean,A.,McCann,,,1,D,2,Sen,SD-020,128271,76066,,Sean_McCann,291838,0
11185,"Aric Nesbitt",Aric,Y.,Nesbitt,,,2,R,2,Sen,SD-026,117409,124278,,Aric_Nesbitt,251486,0
14517,"Winnie Brinks",Winnie,Theresa,Brinks,,,1,D,2,Sen,SD-029,292533,143374,,Winnie_Brinks,436517,0
14529,"Dan Lauwers",Dan,,Lauwers,,,2,R,2,Sen,SD-025,12720097,139989,,Dan_Lauwers,401506,0
14538,"Roger Victory",Roger,,Victory,,,2,R,2,Sen,SD-030,56635,140004,,Roger_Victory,410693,0
17014,"John Bizon",John,,Bizon,,,2,R,2,Sen,SD-019,26597,149684,,John_Bizon,479845,0
17015,"Tom Barrett",Tom,,Barrett,,,2,R,2,Sen,SD-024,6216270,153540,,Tom_Barrett_(Michigan),494611,0
17062,"Wendell Byrd",Wendell,L.,Byrd,,,1,D,1,Rep,HD-003,1344850,19675,,Wendell_Byrd,495819,0
17064,"Stephanie Chang",Stephanie,,Chang,,,1,D,2,Sen,SD-001,121391,149654,,Stephanie_Chang,488626,0
17065,"Lee Chatfield",Lee,,Chatfield,,,2,R,1,Rep,HD-107,21037648,153621,,Lee_Chatfield,488823,0
17066,"John Chirkun",John,,Chirkun,,,1,D,1,Rep,HD-022,257426,76398,,John_Chirkun,488641,0
17067,"Triston Cole",Triston,,Cole,,,2,R,1,Rep,HD-105,141941,123126,,Triston_Cole,297005,0
17072,"Latanya Garrett",Latanya,,Garrett,,,1,D,1,Rep,HD-007,537503,38025,,LaTanya_Garrett,496474,0
17073,"Sherry Gay-Dagnogo",Sherry,,Gay-Dagnogo,,,1,D,1,Rep,HD-008,220997,139881,,Sherry_Gay-Dagnogo,415853,0
17075,"Christine Greig",Christine,E.,Greig,,,1,D,1,Rep,HD-037,337654,153466,,Christine_Greig,494576,0
17076,"Vanessa Guerra",Vanessa,,Guerra,,,1,D,1,Rep,HD-095,21013076,153600,,Vanessa_Guerra,494630,0
17077,"Jon Hoadley",Jon,,Hoadley,,,1,D,1,Rep,HD-060,187183,153515,,Jon_Hoadley,496528,0
17078,"Brandt Iden",Brandt,,Iden,,,2,R,1,Rep,HD-061,23500,132406,,Brandt_Iden,479843,0
17079,"Larry Inman",Larry,C.,Inman,,,2,R,1,Rep,HD-104,284213,87085,,Larry_Inman_(Michigan),479869,0
17080,"Eric Leutheuser",Eric,,Leutheuser,,,2,R,1,Rep,HD-058,492065,153510,,Eric_Leutheuser,488665,0
17081,"Frank Liberati",Frank,,Liberati,,,1,D,1,Rep,HD-013,180980,124092,,Frank_Liberati,290008,0
17082,"Leslie Love",Leslie,,Love,,,1,D,1,Rep,HD-010,13002130,105343,,Leslie_Love,291796,0
17083,"Peter Lucido",Peter,J.,Lucido,,,2,R,2,Sen,SD-008,47919,149668,,Peter_Lucido,479812,0
17086,"Aaron Miller",Aaron,,Miller,,,2,R,1,Rep,HD-059,23592914,149682,,Aaron_Miller_(Michigan),488668,0
17087,"Sheldon Neeley",Sheldon,A.,Neeley,,,1,D,1,Rep,HD-034,23592793,75936,,Sheldon_Neeley,488645,0
17088,"Kristy Pagan",Kristy,,Pagan,,,1,D,1,Rep,HD-021,14675355,153436,,Kristy_Pagan,495831,0
17091,"James Runestad",James,,Runestad,,Jim,2,R,2,Sen,SD-015,20965787,113102,,Jim_Runestad,488661,0
17092,"Jason Sheppard",Jason,M.,Sheppard,,,2,R,1,Rep,HD-056,229644,132584,,Jason_Sheppard,494590,0
17094,"Lana Theis",Lana,L.,Theis,,,2,R,2,Sen,SD-022,317248,149672,,Lana_Theis,488656,0
17095,"Henry Vaupel",Henry,,Vaupel,,Hank,2,R,1,Rep,HD-047,272307,149676,,Henry_Vaupel,479831,0
17096,"Michael Webber",Michael,,Webber,,,2,R,1,Rep,HD-045,275256,76357,,Michael_Webber,488662,0
17097,"Robert Wittenberg",Robert,,Wittenberg,,,1,D,1,Rep,HD-027,18920754,153447,,Robert_Wittenberg,494568,0
17213,"Curtis Hertel",Curtis,,Hertel,Jr.,,1,D,2,Sen,SD-023,1350509,87212,,Curtis_Hertel,494542,0
17308,"Erika Geiss",Erika,,Geiss,,,1,D,2,Sen,SD-006,20972257,149656,,Erika_Geiss,479805,0
17310,"Kathy Crawford",Kathy,,Crawford,,,2,R,1,Rep,HD-038,819870,76294,,Kathy_Crawford_(Michigan),488651,0
17385,"Jeremy Moss",Jeremy,,Moss,,,1,D,2,Sen,SD-011,20931561,146868,,Jeremy_Moss,494572,0
17923,"David LaGrand",David,,LaGrand,,,1,D,1,Rep,HD-075,147500,105929,,David_LaGrand,296318,0
17924,"Gary Howell",Gary,,Howell,,,2,R,1,Rep,HD-082,493737,105598,,Gary_Howell_(Michigan),564623,0
17925,"Mary Whiteford",Mary,,Whiteford,,,2,R,1,Rep,HD-080,20967960,149693,,Mary_Whiteford,479859,0
18737,"Thomas Albert",Thomas,A.,Albert,,,2,R,1,Rep,HD-086,38525738,170553,,Thomas_Albert_(Michigan),573016,0
18738,"Julie Alexander",Julie,,Alexander,,,2,R,1,Rep,HD-064,198969,145295,,Julie_Alexander,564617,0
18739,"Sue Allor",Sue,,Allor,,,2,R,1,Rep,HD-106,179146,132259,,Sue_Allor,565336,0
18740,"Joseph Bellino",Joseph,,Bellino,Jr.,,2,R,1,Rep,HD-017,218671,170286,,Joseph_Bellino,572997,0
18741,"Tommy Brann",Tommy,,Brann,,,2,R,1,Rep,HD-077,1833906,38147,,Tommy_Brann,496457,0
18742,"Darrin Camilleri",Darrin,,Camilleri,,,1,D,1,Rep,HD-023,15617984,170332,,Darrin_Camilleri,570705,0
18743,"Brian Elder",Brian,K.,Elder,,,1,D,1,Rep,HD-096,150014,88030,,Brian_Elder,291884,0
18744,"Jim Ellison",Jim,,Ellison,,,1,D,1,Rep,HD-026,224488,76417,,Jim_Ellison,567630,0
18745,"Ben Frederick",Ben,,Frederick,,,2,R,1,Rep,HD-085,12538130,170546,,Ben_Frederick,215995,0
18746,"Abdullah Hammoud",Abdullah,,Hammoud,,,1,D,1,Rep,HD-015,39849843,170270,,Abdullah_Hammoud,565327,0
18747,"Roger Hauck",Roger,,Hauck,,,2,R,1,Rep,HD-099,38477780,170619,,Roger_Hauck,567642,0
18748,"Shane Hernandez",Shane,,Hernandez,,,2,R,1,Rep,HD-083,24359804,170539,,Shane_Hernandez,567633,0
18749,"Kevin Hertel",Kevin,,Hertel,,,1,D,1,Rep,HD-018,14677863,170296,,Kevin_Hertel,579739,0
18750,"Michele Hoitenga",Michele,,Hoitenga,,,2,R,1,Rep,HD-102,26300137,170642,,Michele_Hoitenga,577295,0
18751,"Pamela Hornberger",Pamela,,Hornberger,,,2,R,1,Rep,HD-032,252134,170397,,Pamela_Hornberger,572999,0
18752,"Bronna Kahle",Bronna,,Kahle,,,2,R,1,Rep,HD-057,39849923,170477,,Bronna_Kahle,570726,0
18753,"Beau LaFave",Beau,Matthew,LaFave,,,2,R,1,Rep,HD-108,39850015,170674,,Beau_LaFave,575414,0
18754,"Kimberly LaSata",Kimberly,,LaSata,,Kim,2,R,2,Sen,SD-021,39849956,170533,,Kim_LaSata,577293,0
18755,"Donna Lasinski",Donna,,Lasinski,,,1,D,1,Rep,HD-052,15621315,170460,,Donna_Lasinski,578177,0
18756,"Jim Lilly",Jim,,Lilly,,,2,R,1,Rep,HD-089,26726716,170577,,Jim_Lilly_(Michigan),567637,0
18757,"James Lower",James,A.,Lower,,,2,R,1,Rep,HD-070,38473489,132381,,James_Lower,578190,0
18758,"Steven Marino",Steven,,Marino,,Steve,2,R,1,Rep,HD-024,20944502,160578,,Steve_Marino,579744,0
18760,"Ronnie Peterson",Ronnie,D.,Peterson,,,1,D,1,Rep,HD-054,1095698,89558,,Ronnie_Peterson,580457,0
18761,"Yousef Rabhi",Yousef,,Rabhi,,,1,D,1,Rep,HD-053,21049195,145351,,Yousef_Rabhi,579766,0
18762,"John Reilly",John,M.,Reilly,,,2,R,1,Rep,HD-046,66716,37803,,John_Reilly,496518,0
18763,"Terry Sabo",Terry,J.,Sabo,,,1,D,1,Rep,HD-092,15618153,145346,,Terry_Sabo,573021,0
18764,"Tim Sneller",Tim,,Sneller,,,1,D,1,Rep,HD-050,39849907,170455,,Tim_Sneller,579762,0
18765,"William Sowerby",William,J.,Sowerby,,,1,D,1,Rep,HD-031,14627467,76800,,William_Sowerby,564603,0
18766,"Scott VanSingel",Scott,A.,VanSingel,,,2,R,1,Rep,HD-100,139777,170627,,Scott_VanSingel,564629,0
18767,"Curtis VanderWall",Curtis,,VanderWall,,Curt,2,R,2,Sen,SD-035,39850000,132533,,Curt_VanderWall,565334,0
18768,"Jason Wentworth",Jason,,Wentworth,,,2,R,1,Rep,HD-097,39849990,170609,,Jason_Wentworth,575410,0
18769,"Jeffrey Yaroch",Jeffrey,,Yaroch,,Jeff,2,R,1,Rep,HD-033,1702331,170415,,Jeff_Yaroch,576411,0
18770,"Jewell Jones",Jewell,,Jones,,,1,D,1,Rep,HD-011,38522471,173895,,Jewell_Jones,591955,0
19008,"Diana Farrington",Diana,,Farrington,,,2,R,1,Rep,HD-030,153347,170380,,Diana_Farrington,565328,0
19119,"Elizabeth Griffin",Elizabeth,J.,Griffin,,Beth,2,R,1,Rep,HD-066,192428,86866,,Elizabeth_Gleicher,575404,0
19137,"Steven Johnson",Steven,,Johnson,,,2,R,1,Rep,HD-072,29319821,170519,,Steven_Johnson_(Michigan),580471,0
19138,"Daire Rendon",Daire,L.,Rendon,,,2,R,1,Rep,HD-103,1001419,170648,,Daire_Rendon,564633,0
19142,"Julie Calley",Julie,,Calley,,,2,R,1,Rep,HD-087,14670342,113041,,Julie_Calley,565332,0
19206,"Sylvia Santana",Sylvia,,Santana,,,1,D,2,Sen,SD-003,208690,170218,,Sylvia_Santana,570702,0
19212,"Cara Clemente",Cara,,Clemente,,,1,D,1,Rep,HD-014,39849836,170249,,Cara_Clemente,576403,0
19450,"Sara Cambensy",Sara,,Cambensy,,,1,D,1,Rep,HD-109,39850021,170683,,Sara_Cambensy,580514,0
19451,"Tenisha Yancey",Tenisha,,Yancey,,,1,D,1,Rep,HD-001,26329146,176433,,Tenisha_Yancey,644451,0
19699,"Sarah Anthony",Sarah,,Anthony,,,1,D,1,Rep,HD-068,45285874,145280,,Sarah_Anthony,664412,0
19704,"Adam Hollier",Adam,J.,Hollier,,,1,D,2,Sen,SD-002,12719958,139871,,Adam_Hollier,341069,0
20365,"Andrea Schroeder",Andrea,K.,Schroeder,,,2,R,1,Rep,HD-043,100778,146898,,Andrea_Schroeder,479822,0
20366,"Annette Glenn",Annette,,Glenn,,,2,R,1,Rep,HD-098,38514501,182929,,Annette_Glenn,664439,0
20367,"Graham Filler",Graham,,Filler,,,2,R,1,Rep,HD-093,38477811,182924,,Graham_Filler,647412,0
20368,"Kara Hope",Kara,,Hope,,,1,D,1,Rep,HD-067,16239373,145282,,Kara_Hope,661909,0
20369,"Ryan Berman",Ryan,,Berman,,,2,R,1,Rep,HD-039,45285797,182786,,Ryan_Berman,661877,0
20419,"Gregory Markkanen",Gregory,,Markkanen,,,2,R,1,Rep,HD-110,39850022,170685,,Gregory_Markkanen,580517,0
20642,"Kyra Bolden",Kyra,,"Harris Bolden",,,1,D,1,Rep,HD-035,45285784,182769,,Kyra_Harris_Bolden,664384,0
20643,"Ann Bollin",Ann,,Bollin,,,2,R,1,Rep,HD-042,42087655,182799,,Ann_Bollin,654192,0
20644,"Julie Brixie",Julie,,Brixie,,,1,D,1,Rep,HD-069,129639,76611,,Julie_Brixie,661914,0
20645,"Brenda Carter",Brenda,,Carter,,,1,D,1,Rep,HD-029,26307234,182757,,Brenda_Carter_(Michigan),654190,0
20646,"Tyrone Carter",Tyrone,,Carter,,,1,D,1,Rep,HD-006,321092,153394,,Tyrone_Carter,494553,0
20647,"John Cherry",John,D.,Cherry,,,1,D,1,Rep,HD-049,16199449,182816,,John_Cherry_(Michigan_representative),664795,0
20648,"Kevin Coleman",Kevin,,Coleman,,,1,D,1,Rep,HD-016,45285754,160072,,Kevin_Coleman_(Michigan),661848,0
20649,"Gary Eisen",Gary,R.,Eisen,,,2,R,1,Rep,HD-081,6557720,128268,,Gary_Eisen,399161,0
20650,"Alex Garza",Alex,,Garza,,,1,D,1,Rep,HD-012,15614598,160045,,Alex_Garza,641134,0
20651,"Jim Haadsma",Jim,,Haadsma,,,1,D,1,Rep,HD-062,186248,112917,,Jim_Haadsma,564615,0
20652,"Matthew Hall",Matthew,C.,Hall,,Matt,2,R,1,Rep,HD-063,45285856,182843,,Matt_Hall,664804,0
20653,"Rachel Hood",Rachel,,Hood,,,1,D,1,Rep,HD-076,45285901,182881,,Rachel_Hood,647403,0
20654,"Mark Huizenga",Mark,E.,Huizenga,,,2,R,1,Rep,HD-074,15621459,182877,,Mark_Huizenga,661923,0
20655,"Cynthia Johnson",Cynthia,A.,Johnson,,,1,D,1,Rep,HD-005,172560,20156,,Cynthia_A._Johnson,291792,0
20656,"Sheryl Kennedy",Sheryl,Y.,Kennedy,,,1,D,1,Rep,HD-048,44408793,182813,,Sheryl_Kennedy,647381,0
20657,"Matt Koleszar",Matt,,Koleszar,,,1,D,1,Rep,HD-020,45285758,182748,,Matt_Koleszar,664375,0
20658,"Padma Kuppa",Padma,,Kuppa,,,1,D,1,Rep,HD-041,21008088,182798,,Padma_Kuppa,664387,0
20659,"Sarah Lightner",Sarah,,Lightner,,,2,R,1,Rep,HD-065,27818841,145293,,Sarah_Lightner,647389,0
20660,"Matthew Maddock",Matthew,,Maddock,,Matt,2,R,1,Rep,HD-044,1529351,152509,,Matt_Maddock,494537,0
20661,"Mari Manoogian",Mari,,Manoogian,,,1,D,1,Rep,HD-040,44408519,182796,,Mari_Manoogian,647371,0
20662,"Luke Meerman",Luke,,Meerman,,,2,R,1,Rep,HD-088,15620617,182913,,Luke_Meerman,650726,0
20663,"Mike Mueller",Mike,,Mueller,,,2,R,1,Rep,HD-051,45285832,182821,,Mike_Mueller,647386,0
20664,"Jack O'Malley",Jack,,O'Malley,,,2,R,1,Rep,HD-101,45285961,182935,,Jack_O%27Malley_(Michigan),661952,0
20665,"Brad Paquette",Brad,,Paquette,,,2,R,1,Rep,HD-078,45285908,182888,,Brad_Paquette,654207,0
20666,"Laurie Pohutsky",Laurie,,Pohutsky,,,1,D,1,Rep,HD-019,44072131,182747,,Laurie_Pohutsky,647355,0
20667,"Nate Shannon",Nate,,Shannon,,,1,D,1,Rep,HD-025,45285763,160035,,Nate_Shannon,650715,0
20668,"Bradley Slagh",Bradley,,Slagh,,,2,R,1,Rep,HD-090,20964886,182918,,Bradley_Slagh,647410,0
20669,"Lori Stone",Lori,M.,Stone,,,1,D,1,Rep,HD-028,39849871,170367,,Lori_M._Stone,576406,0
20670,"Joseph Tate",Joseph,,Tate,,Joe,1,D,1,Rep,HD-002,39849798,170153,,Joseph_Tate,579930,0
20671,"Greg VanWoerkom",Greg,,VanWoerkom,,,2,R,1,Rep,HD-091,45285943,182920,,Greg_VanWoerkom,226310,0
20672,"Rodney Wakeman",Rodney,,Wakeman,,,2,R,1,Rep,HD-094,954198,182926,,Rodney_Wakeman,647413,0
20673,"Pauline Wendzel",Pauline,,Wendzel,,,2,R,1,Rep,HD-079,45285914,182892,,Pauline_Wendzel,664814,0
20674,"Karen Whitsett",Karen,,Whitsett,,,1,D,1,Rep,HD-009,44064475,182699,,Karen_Whitsett,661845,0
20675,"Angela Witwer",Angela,,Witwer,,,1,D,1,Rep,HD-071,45285889,182870,,Angela_Witwer,661919,0
20676,"Douglas Wozniak",Douglas,C.,Wozniak,,,2,R,1,Rep,HD-036,14671792,111696,,Douglas_Wozniak,647361,0
20693,"Paul Wojno",Paul,,Wojno,,,1,D,2,Sen,SD-009,123941,11873,,Paul_Wojno,195674,0
20798,"Dayna Polehanki",Dayna,,Polehanki,,,1,D,2,Sen,SD-007,44063833,182594,,Dayna_Polehanki,650698,0
21022,"Mallory McMorrow",Mallory,,McMorrow,,,1,D,2,Sen,SD-013,44066166,182606,,Mallory_McMorrow,650700,0
21042,"Rosemary Bayer",Rosemary,,Bayer,,,1,D,2,Sen,SD-012,44061178,182604,,Rosemary_Bayer,647187,0
21048,"Betty Jean Alexander",Betty,Jean,Alexander,,,1,D,2,Sen,SD-005,45285998,182592,,Betty_Jean_Alexander,664728,0
21058,"Ruth Johnson",Ruth,A.,Johnson,,,2,R,2,Sen,SD-014,341372,20090,,Ruth_Johnson,195691,0
21164,"Marshall Bullock",Marshall,,Bullock,,,1,D,2,Sen,SD-004,31896979,182591,,Marshall_Bullock,661819,0
21165,"Michael MacDonald",Michael,,MacDonald,,,2,R,2,Sen,SD-010,45286010,182600,,Michael_MacDonald_(Michigan),664332,0
21256,"Lynn Afendoulis",Lynn,,Afendoulis,,,2,R,1,Rep,HD-073,26308603,182873,,Lynn_Afendoulis,647400,0
21281,"Phil Green",Phil,,Green,,,2,R,1,Rep,HD-084,45285927,182905,,Phil_Green,664430,0
21323,"Isaac Robinson",Isaac,,Robinson,,,1,D,1,Rep,HD-004,243493,182678,,Isaac_Robinson,350669,0
21624,"Cynthia Neeley",Cynthia,,Neeley,,,1,D,1,Rep,HD-034,48644579,188704,,Cynthia_Neeley,735858,0
21698,"Abraham Aiyash",Abraham,,Aiyash,,,1,D,1,Rep,HD-004,44068954,182583,,Abraham_Aiyash,664723,0
